human_gene_id	human_gene_symbol	chimp_gene_id	chimp_gene_symbol	orthology_type	perc_id
ENSG00000130741	EIF2S3	ENSPTRG00000050860	EIF2S3B	ortholog_one2one	95.1271
ENSG00000130749	ZC3H4	ENSPTRG00000011201	ZC3H4	ortholog_one2many	99.4628
ENSG00000130764	LRRC47	ENSPTRG00000000068	LRRC47	ortholog_one2one	99.3139
ENSG00000130810	PPAN	ENSPTRG00000010459	PPAN	ortholog_one2one	99.1543
ENSG00000130811	EIF3G	ENSPTRG00000010460	EIF3G	ortholog_one2one	98.4375
ENSG00000130816	DNMT1	ENSPTRG00000047876	DNMT1	ortholog_one2many	99.2647
ENSG00000130826	DKC1	ENSPTRG00000022449	DKC1	ortholog_one2many	100
ENSG00000130921	MTRFR	ENSPTRG00000005595	MTRFR	ortholog_one2one	98.1928
ENSG00000130935	NOL11	ENSPTRG00000009566	NOL11	ortholog_one2one	99.8609
ENSG00000130956	HABP4	ENSPTRG00000021154	HABP4	ortholog_one2one	99.7579
ENSG00000130985	UBA1	ENSPTRG00000051849	UBA1	ortholog_one2one	99.7164
ENSG00000131013	PPIL4	ENSPTRG00000018692	PPIL4	ortholog_one2one	99.7967
ENSG00000131043	AAR2	ENSPTRG00000013456	AAR2	ortholog_one2one	87.7604
ENSG00000131051	RBM39	ENSPTRG00000049720	RBM39	ortholog_one2many	100
ENSG00000131368	MRPS25	ENSPTRG00000014658	MRPS25	ortholog_one2one	100
ENSG00000131469	RPL27	ENSPTRG00000009232	RPL27	ortholog_one2one	100
ENSG00000131503	ANKHD1	ENSPTRG00000047729	EIF4EBP3	ortholog_one2one	98.5838
ENSG00000131652	THOC6	ENSPTRG00000045300	THOC6	ortholog_one2many	99.7067
ENSG00000131732	ZCCHC9	ENSPTRG00000017047	ZCCHC9	ortholog_one2one	99.262
ENSG00000131773	KHDRBS3	ENSPTRG00000020608	KHDRBS3	ortholog_one2one	89.8844
ENSG00000131876	SNRPA1	ENSPTRG00000007513	SNRPA1	ortholog_one2one	100
ENSG00000131914	LIN28A	ENSPTRG00000049314		ortholog_one2one	88.0383
ENSG00000132109	TRIM21	ENSPTRG00000003212	TRIM21	ortholog_one2one	100
ENSG00000132153	DHX30	ENSPTRG00000014877	DHX30	ortholog_one2one	97.4874
ENSG00000132275	RRP8	ENSPTRG00000003297	RRP8	ortholog_one2one	99.1228
ENSG00000132300	PTCD3	ENSPTRG00000012149	PTCD3	ortholog_one2one	99.1292
ENSG00000132313	MRPL35	ENSPTRG00000012152	MRPL35	ortholog_one2one	98.9362
ENSG00000132341	RAN	ENSPTRG00000046852		ortholog_one2one	74.537
ENSG00000132394	EEFSEC	ENSPTRG00000015353	EEFSEC	ortholog_one2one	99.1611
ENSG00000132463	GRSF1	ENSPTRG00000016136	GRSF1	ortholog_one2one	96.875
ENSG00000132466	ANKRD17	ENSPTRG00000016149	ANKRD17	ortholog_one2one	99.9616
ENSG00000132478	UNK	ENSPTRG00000009656	UNK	ortholog_one2one	100
ENSG00000132485	ZRANB2	ENSPTRG00000000856	ZRANB2	ortholog_one2one	100
ENSG00000132507	EIF5A	ENSPTRG00000008674	EIF5A	ortholog_one2one	100
ENSG00000132541	RIDA	ENSPTRG00000020457	RIDA	ortholog_one2one	99.2701
ENSG00000132591	ERAL1	ENSPTRG00000008938	ERAL1	ortholog_one2one	99.0847
ENSG00000132603	NIP7	ENSPTRG00000051089	NIP7	ortholog_one2one	100
ENSG00000132661	NXT1	ENSPTRG00000013319	NXT1	ortholog_one2one	100
ENSG00000132676	DAP3	ENSPTRG00000001430	DAP3	ortholog_one2one	99.7487
ENSG00000132740	IGHMBP2	ENSPTRG00000003989	IGHMBP2	ortholog_one2one	98.4894
ENSG00000132773	TOE1	ENSPTRG00000000672	TOE1	ortholog_one2one	99.2157
ENSG00000132819	RBM38	ENSPTRG00000013661	RBM38	ortholog_one2many	84.1004
ENSG00000132953	XPO4	ENSPTRG00000005690	XPO4	ortholog_one2one	93.2233
ENSG00000132972	RNF17	ENSPTRG00000005713	RNF17	ortholog_one2one	99.0758
ENSG00000133226	SRRM1	ENSPTRG00000000349	SRRM1	ortholog_one2one	100
ENSG00000133606	MKRN1	ENSPTRG00000019766	MKRN1	ortholog_one2many	99.5851
ENSG00000133704	IPO8	ENSPTRG00000004801	IPO8	ortholog_one2one	99.8071
ENSG00000133706	LARS1	ENSPTRG00000017372	LARS1	ortholog_one2one	99.4048
ENSG00000133773	CCDC59	ENSPTRG00000005266	CCDC59	ortholog_one2one	97.5104
ENSG00000133858	ZFC3H1	ENSPTRG00000005224	ZFC3H1	ortholog_one2one	99.8492
ENSG00000134001	EIF2S1	ENSPTRG00000006462	EIF2S1	ortholog_one2one	100
ENSG00000134030	CTIF	ENSPTRG00000010009	CTIF	ortholog_one2one	99.8328
ENSG00000134056	KGD4	ENSPTRG00000016944	KGD4	ortholog_one2one	100
ENSG00000134077	THUMPD3	ENSPTRG00000014585	THUMPD3	ortholog_one2one	99.6055
ENSG00000134186	PRPF38B	ENSPTRG00000001032	PRPF38B	ortholog_one2one	100
ENSG00000134398	ERN2	ENSPTRG00000007893	ERN2	ortholog_one2one	99.2441
ENSG00000134419	RPS15A	ENSPTRG00000038867		ortholog_one2one	98.4615
ENSG00000134440	NARS1	ENSPTRG00000010047	NARS1	ortholog_one2one	99.2701
ENSG00000134453	RBM17	ENSPTRG00000002265	RBM17	ortholog_one2one	100
ENSG00000134597	RBMX2	ENSPTRG00000022269	RBMX2	ortholog_one2one	99.3789
ENSG00000134627	PIWIL4	ENSPTRG00000004187	PIWIL4	ortholog_one2one	99.4131
ENSG00000134644	PUM1	ENSPTRG00000000453	PUM1	ortholog_one2one	100
ENSG00000134684	YARS1	ENSPTRG00000000491	YARS1	ortholog_one2one	99.8106
ENSG00000134697	GNL2	ENSPTRG00000000549	GNL2	ortholog_one2one	99.316
ENSG00000134698	AGO4	ENSPTRG00000000527	AGO4	ortholog_one2one	100
ENSG00000134744	TUT4	ENSPTRG00000000740	TUT4	ortholog_one2one	98.4802
ENSG00000134748	PRPF38A	ENSPTRG00000000739	PRPF38A	ortholog_one2one	100
ENSG00000134815	DHX34	ENSPTRG00000011207	DHX34	ortholog_one2one	99.3001
ENSG00000134874	DZIP1	ENSPTRG00000005974	DZIP1	ortholog_one2one	98.3852
ENSG00000134905	CARS2	ENSPTRG00000052254	CARS2	ortholog_one2one	98.227
ENSG00000134987	WDR36	ENSPTRG00000017128	WDR36	ortholog_one2one	99.4413
ENSG00000135097	MSI1	ENSPTRG00000005531	MSI1	ortholog_one2one	100
ENSG00000135114	OASL	ENSPTRG00000005553	OASL	ortholog_one2one	98.4436
ENSG00000135250	SRPK2	ENSPTRG00000019564	SRPK2	ortholog_one2one	99.8569
ENSG00000135297	MTO1	ENSPTRG00000048593	MTO1	ortholog_one2one	99.422
ENSG00000135314	KHDC1	ENSPTRG00000051619	KHDC1	ortholog_one2many	100
ENSG00000135316	SYNCRIP	ENSPTRG00000018393	SYNCRIP	ortholog_one2many	88.9246
ENSG00000135372	NAT10	ENSPTRG00000003494	NAT10	ortholog_one2one	98.2439
ENSG00000135387	CAPRIN1	ENSPTRG00000003493	CAPRIN1	ortholog_one2one	100
ENSG00000135473	PAN2	ENSPTRG00000052054	PAN2	ortholog_one2one	99.9165
ENSG00000135482	ZC3H10	ENSPTRG00000005078	ZC3H10	ortholog_one2one	99.7696
ENSG00000135486	HNRNPA1	ENSPTRG00000049417	HNRPA1LK1	ortholog_one2one	100
ENSG00000135698	MPHOSPH6	ENSPTRG00000008398	MPHOSPH6	ortholog_one2one	98.75
ENSG00000135763	URB2	ENSPTRG00000002092	URB2	ortholog_one2one	98.6877
ENSG00000135828	RNASEL	ENSPTRG00000001755	RNASEL	ortholog_one2one	97.3009
ENSG00000135829	DHX9	ENSPTRG00000001759	DHX9	ortholog_one2one	100
ENSG00000135870	RC3H1	ENSPTRG00000001702	RC3H1	ortholog_one2one	99.9117
ENSG00000135900	MRPL44	ENSPTRG00000012981	MRPL44	ortholog_one2one	99.0964
ENSG00000135930	EIF4E2	ENSPTRG00000013043	EIF4E2	ortholog_one2one	97.1429
ENSG00000135972	MRPS9	ENSPTRG00000012310	MRPS9	ortholog_one2one	99.4949
ENSG00000136104	RNASEH2B	ENSPTRG00000005886	RNASEH2B	ortholog_one2one	98.7179
ENSG00000136231	IGF2BP3	ENSPTRG00000018986	IGF2BP3	ortholog_one2one	100
ENSG00000136243	NUP42	ENSPTRG00000018983	NUP42	ortholog_one2one	99.0544
ENSG00000136261	BZW2	ENSPTRG00000018951	BZW2	ortholog_one2one	100
ENSG00000136270	TBRG4	ENSPTRG00000019159	TBRG4	ortholog_one2one	99.683
ENSG00000136271	DDX56	ENSPTRG00000019147	DDX56	ortholog_one2one	99.6344
ENSG00000136381	IREB2	ENSPTRG00000007342	IREB2	ortholog_one2one	99.5846
ENSG00000136450	SRSF1	ENSPTRG00000049077	SRSF1	ortholog_one2one	99.1936
ENSG00000136522	MRPL47	ENSPTRG00000015648	MRPL47	ortholog_one2one	98.8
ENSG00000136527	TRA2B	ENSPTRG00000015707	TRA2B	ortholog_one2one	100
ENSG00000136628	EPRS1	ENSPTRG00000001995	EPRS1	ortholog_one2one	99.0741
ENSG00000136718	IMP4	ENSPTRG00000012451	IMP4	ortholog_one2one	93.8144
ENSG00000136807	CDK9	ENSPTRG00000021398	CDK9	ortholog_one2one	100
ENSG00000136875	PRPF4	ENSPTRG00000021274	PRPF4	ortholog_one2one	100
ENSG00000136897	MRPL50	ENSPTRG00000050419	MRPL50	ortholog_one2one	98.1013
ENSG00000136937	NCBP1	ENSPTRG00000021167	NCBP1	ortholog_one2one	100
ENSG00000136942	RPL35	ENSPTRG00000021361	RPL35	ortholog_one2one	100
ENSG00000137040	RANBP6	ENSPTRG00000048667	RANBP6	ortholog_one2one	33.2127
ENSG00000137054	POLR1E	ENSPTRG00000020944	POLR1E	ortholog_one2one	95.2267
ENSG00000137073	UBAP2	ENSPTRG00000020871	UBAP2	ortholog_one2one	98.5702
ENSG00000137074	APTX	ENSPTRG00000020850	APTX	ortholog_one2one	99.4152
ENSG00000137154	RPS6	ENSPTRG00000039153	RPS6	ortholog_one2one	100
ENSG00000137200	CMTR1	ENSPTRG00000018122	CMTR1	ortholog_one2one	100
ENSG00000137411	VARS2	ENSPTRG00000034497	VARS2	ortholog_one2one	99.4356
ENSG00000137449	CPEB2	ENSPTRG00000015924	CPEB2	ortholog_one2one	99.323
ENSG00000137513	NARS2	ENSPTRG00000004117	NARS2	ortholog_one2one	99.1614
ENSG00000137547	MRPL15	ENSPTRG00000020253	MRPL15	ortholog_one2one	100
ENSG00000137574	TGS1	ENSPTRG00000020262	TGS1	ortholog_one2one	98.476
ENSG00000137628	DDX60	ENSPTRG00000016581	DDX60	ortholog_one2one	99.1238
ENSG00000137656	BUD13	ENSPTRG00000004311	BUD13	ortholog_one2one	99.5154
ENSG00000137760	ALKBH8	ENSPTRG00000004240	ALKBH8	ortholog_one2one	98.3434
ENSG00000137776	SLTM	ENSPTRG00000007121	SLTM	ortholog_one2one	100
ENSG00000137815	RTF1	ENSPTRG00000006946	RTF1	ortholog_one2one	100
ENSG00000137818	RPLP1	ENSPTRG00000023851		ortholog_one2one	96.4912
ENSG00000137834	SMAD6	ENSPTRG00000007198	SMAD6	ortholog_one2one	99.7984
ENSG00000137876	RSL24D1	ENSPTRG00000007094	RSL24D1	ortholog_one2one	100
ENSG00000137996	RTCA	ENSPTRG00000001004	RTCA	ortholog_one2one	98.9071
ENSG00000138035	PNPT1	ENSPTRG00000011934	PNPT1	ortholog_one2one	98.4674
ENSG00000138050	THUMPD2	ENSPTRG00000011860	THUMPD2	ortholog_one2one	99.4036
ENSG00000138095	LRPPRC	ENSPTRG00000011880	LRPPRC	ortholog_one2one	99.6413
ENSG00000138231	DBR1	ENSPTRG00000015441	DBR1	ortholog_one2one	99.4485
ENSG00000138303	ASCC1	ENSPTRG00000002609	ASCC1	ortholog_one2one	90.1961
ENSG00000138326	RPS24	ENSPTRG00000002666	RPS24	ortholog_one2one	100
ENSG00000138376	BARD1	ENSPTRG00000012888	BARD1	ortholog_one2one	99.4852
ENSG00000138382	METTL5	ENSPTRG00000012621	METTL5	ortholog_one2one	95.6938
ENSG00000138385	SSB	ENSPTRG00000012620	SSB	ortholog_one2one	100
ENSG00000138399	FASTKD1	ENSPTRG00000012616	FASTKD1	ortholog_one2one	99.5277
ENSG00000138442	WDR12	ENSPTRG00000012823	WDR12	ortholog_one2one	95.5083
ENSG00000138593	SECISBP2L	ENSPTRG00000007050	SECISBP2L	ortholog_one2one	99.9092
ENSG00000138668	HNRNPD	ENSPTRG00000016215	HNRNPD	ortholog_one2one	100
ENSG00000138709	LARP1B	ENSPTRG00000016437	LARP1B	ortholog_one2one	99.2341
ENSG00000138757	G3BP2	ENSPTRG00000016175	G3BP2	ortholog_one2one	100
ENSG00000138767	CNOT6L	ENSPTRG00000016198	CNOT6L	ortholog_one2one	99.8198
ENSG00000138785	INTS12	ENSPTRG00000016340	INTS12	ortholog_one2one	99.5671
ENSG00000139131	YARS2	ENSPTRG00000004819	YARS2	ortholog_one2one	99.5807
ENSG00000139168	ZCRB1	ENSPTRG00000004838	ZCRB1	ortholog_one2one	100
ENSG00000139218	SCAF11	ENSPTRG00000004854	SCAF11	ortholog_one2one	99.1798
ENSG00000139343	SNRPF	ENSPTRG00000047717		ortholog_one2one	70.9302
ENSG00000139546	TARBP2	ENSPTRG00000005020	TARBP2	ortholog_one2one	100
ENSG00000139718	SETD1B	ENSPTRG00000005567	SETD1B	ortholog_one2one	99.3896
ENSG00000139726	DENR	ENSPTRG00000005584	DENR	ortholog_one2one	100
ENSG00000139746	RBM26	ENSPTRG00000005949	RBM26	ortholog_one2one	100
ENSG00000139767	SRRM4	ENSPTRG00000005517	SRRM4	ortholog_one2one	99.6727
ENSG00000139793	MBNL2	ENSPTRG00000005982	MBNL2	ortholog_one2one	100
ENSG00000139797	RNF113B	ENSPTRG00000005987	RNF113B	ortholog_one2one	99.0683
ENSG00000139910	NOVA1	ENSPTRG00000006229	NOVA1	ortholog_one2one	99.8028
ENSG00000140105	WARS1	ENSPTRG00000006720	WARS1	ortholog_one2one	100
ENSG00000140319	SRP14	ENSPTRG00000006911	SRP14	ortholog_one2one	98.5294
ENSG00000140395	SKIC8	ENSPTRG00000007339	SKIC8	ortholog_one2one	100
ENSG00000140488	CELF6	ENSPTRG00000034360	CELF6	ortholog_one2one	99.7921
ENSG00000140598	EFL1	ENSPTRG00000007374	EFL1	ortholog_one2many	99.2857
ENSG00000140694	PARN	ENSPTRG00000007792	PARN	ortholog_one2one	99.687
ENSG00000140718	FTO	ENSPTRG00000008118	FTO	ortholog_one2one	98.0198
ENSG00000140829	DHX38	ENSPTRG00000008338	DHX38	ortholog_one2one	99.4295
ENSG00000140830	TXNL4B	ENSPTRG00000008337	TXNL4B	ortholog_one2one	100
ENSG00000140939	NOL3	ENSPTRG00000049746	NOL3	ortholog_one2one	53.3654
ENSG00000140948	ZCCHC14	ENSPTRG00000008446	ZCCHC14	ortholog_one2one	87.1087
ENSG00000140955	ADAD2	ENSPTRG00000008412	ADAD2	ortholog_one2one	98.6278
ENSG00000140986	RPL3L	ENSPTRG00000007617	RPL3L	ortholog_one2one	99.2629
ENSG00000140988	RPS2	ENSPTRG00000052871	RPS2	ortholog_one2one	100
ENSG00000141101	NOB1	ENSPTRG00000008285	NOB1	ortholog_one2one	99.0291
ENSG00000141378	PTRH2	ENSPTRG00000009474	PTRH2	ortholog_one2one	100
ENSG00000141499	WRAP53	ENSPTRG00000008705	WRAP53	ortholog_one2one	99.0876
ENSG00000141543	EIF4A3	ENSPTRG00000009737	EIF4A3	ortholog_one2one	96.5937
ENSG00000141642	ELAC1	ENSPTRG00000010027	ELAC1	ortholog_one2one	99.7245
ENSG00000141646	SMAD4	ENSPTRG00000010028	SMAD4	ortholog_one2one	100
ENSG00000141664	ZCCHC2	ENSPTRG00000010076	ZCCHC2	ortholog_one2one	99.8302
ENSG00000141759	TXNL4A	ENSPTRG00000052385	TXNL4A	ortholog_one2one	100
ENSG00000141994	DUS3L	ENSPTRG00000010343	DUS3L	ortholog_one2one	98.3077
ENSG00000142207	URB1	ENSPTRG00000013852	URB1	ortholog_one2one	98.9872
ENSG00000142252	GEMIN7	ENSPTRG00000044428	GEMIN7	ortholog_one2one	99.2366
ENSG00000142528	ZNF473	ENSPTRG00000011331	ZNF473	ortholog_one2one	98.3927
ENSG00000142534	RPS11	ENSPTRG00000011299	RPS11	ortholog_one2one	100
ENSG00000142541	RPL13A	ENSPTRG00000011298	RPL13A	ortholog_one2one	100
ENSG00000142544	CTU1	ENSPTRG00000011371	CTU1	ortholog_one2one	99.7126
ENSG00000142676	RPL11	ENSPTRG00000000334	RPL11	ortholog_one2one	100
ENSG00000142864	SERBP1	ENSPTRG00000023560	SERBP1	ortholog_one2one	100
ENSG00000143194	MAEL	ENSPTRG00000001629	MAEL	ortholog_one2one	98.8479
ENSG00000143303	METTL25B	ENSPTRG00000001472	METTL25B	ortholog_one2one	99.1579
ENSG00000143314	MRPL24	ENSPTRG00000001473	MRPL24	ortholog_one2one	100
ENSG00000143319	ISG20L2	ENSPTRG00000001471	ISG20L2	ortholog_one2one	97.1671
ENSG00000143368	SF3B4	ENSPTRG00000001243	SF3B4	ortholog_one2one	100
ENSG00000143374	TARS2	ENSPTRG00000001256	TARS2	ortholog_one2one	99.8607
ENSG00000143436	MRPL9	ENSPTRG00000001295	MRPL9	ortholog_one2one	99.6255
ENSG00000143486	EIF2D	ENSPTRG00000001913	EIF2D	ortholog_one2one	98.8014
ENSG00000143493	INTS7	ENSPTRG00000001955	INTS7	ortholog_one2one	91.7879
ENSG00000143569	UBAP2L	ENSPTRG00000001379	UBAP2L	ortholog_one2one	95.1242
ENSG00000143621	ILF2	ENSPTRG00000001358	ILF2	ortholog_one2many	91.5385
ENSG00000143624	INTS3	ENSPTRG00000001360	INTS3	ortholog_one2one	100
ENSG00000143742	SRP9	ENSPTRG00000002038	SRP9	ortholog_one2one	100
ENSG00000143799	PARP1	ENSPTRG00000002049	PARP1	ortholog_one2one	99.4083
ENSG00000143889	HNRNPLL	ENSPTRG00000011849	HNRNPLL	ortholog_one2one	96.31
ENSG00000143947	RPS27A	ENSPTRG00000011928	RPS27A	ortholog_one2one	100
ENSG00000143977	SNRPG	ENSPTRG00000012029	SNRPG	ortholog_one2one	81.5789
ENSG00000144028	SNRNP200	ENSPTRG00000012230	SNRNP200	ortholog_one2one	100
ENSG00000144029	MRPS5	ENSPTRG00000012209	MRPS5	ortholog_one2one	99.7674
ENSG00000144045	DQX1	ENSPTRG00000012096	DQX1	ortholog_one2one	99.5816
ENSG00000144048	DUSP11	ENSPTRG00000012069	DUSP11	ortholog_one2one	99.697
ENSG00000144161	ZC3H8	ENSPTRG00000012362	ZC3H8	ortholog_one2one	99.3127
ENSG00000144218	AFF3	ENSPTRG00000012281	AFF3	ortholog_one2one	97.9608
ENSG00000144231	POLR2D	ENSPTRG00000012436	POLR2D	ortholog_one2one	100
ENSG00000144535	DIS3L2	ENSPTRG00000013033	DIS3L2	ortholog_one2one	99.548
ENSG00000144580	CNOT9	ENSPTRG00000012921	CNOT9	ortholog_one2one	100
ENSG00000144642	RBMS3	ENSPTRG00000014709	RBMS3	ortholog_one2one	100
ENSG00000144713	RPL32	ENSPTRG00000050657	RPL32	ortholog_one2one	100
ENSG00000144736	SHQ1	ENSPTRG00000015106	SHQ1	ortholog_one2one	99.6534
ENSG00000144895	EIF2A	ENSPTRG00000015528	EIF2A	ortholog_one2one	97.9487
ENSG00000145191	EIF2B5	ENSPTRG00000015679	EIF2B5	ortholog_one2one	99.7226
ENSG00000145331	TRMT10A	ENSPTRG00000016307	TRMT10A	ortholog_one2one	99.705
ENSG00000145388	METTL14	ENSPTRG00000016391	METTL14	ortholog_one2one	100
ENSG00000145391	SETD7	ENSPTRG00000039601	SETD7	ortholog_one2one	100
ENSG00000145414	NAF1	ENSPTRG00000016560	NAF1	ortholog_one2one	98.9879
ENSG00000145425	RPS3A	ENSPTRG00000046092	RPS3A	ortholog_one2many	94.697
ENSG00000145592	RPL37	ENSPTRG00000050195	RPL37	ortholog_one2one	100
ENSG00000145833	DDX46	ENSPTRG00000017248	DDX46	ortholog_one2one	99.9031
ENSG00000145907	G3BP1	ENSPTRG00000046031		ortholog_one2many	74.0343
ENSG00000145912	NHP2	ENSPTRG00000048185	NHP2	ortholog_one2one	99.3464
ENSG00000145982	FARS2	ENSPTRG00000017692	FARS2	ortholog_one2one	95.1219
ENSG00000146007	ZMAT2	ENSPTRG00000017327	ZMAT2	ortholog_one2one	100
ENSG00000146109	ABT1	ENSPTRG00000017836	ABT1	ortholog_one2one	100
ENSG00000146223	RPL7L1	ENSPTRG00000048691		ortholog_one2many	94.5098
ENSG00000146282	RARS2	ENSPTRG00000018407	RARS2	ortholog_one2one	97.7509
ENSG00000146453	PNLDC1	ENSPTRG00000018762	PNLDC1	ortholog_one2one	98.6817
ENSG00000146676	PURB	ENSPTRG00000023962	PURB	ortholog_one2one	99.6795
ENSG00000146834	MEPCE	ENSPTRG00000050679	MEPCE	ortholog_one2many	99.2743
ENSG00000146858	ZC3HAV1L	ENSPTRG00000019749	ZC3HAV1L	ortholog_one2one	99.3333
ENSG00000146909	NOM1	ENSPTRG00000019917	NOM1	ortholog_one2one	97.5581
ENSG00000147140	NONO	ENSPTRG00000022010	NONO	ortholog_one2one	100
ENSG00000147206	NXF3	ENSPTRG00000022121	NXF3	ortholog_one2one	92.0904
ENSG00000147274	RBMX	ENSPTRG00000052587	RBMX	ortholog_many2many	100
ENSG00000147604	RPL7	ENSPTRG00000051580	RPL7	ortholog_one2one	100
ENSG00000147677	EIF3H	ENSPTRG00000020520	EIF3H	ortholog_one2one	100
ENSG00000147679	UTP23	ENSPTRG00000020521	UTP23	ortholog_one2one	99.1968
ENSG00000147905	ZCCHC7	ENSPTRG00000020939	ZCCHC7	ortholog_one2one	99.6317
ENSG00000148090	AUH	ENSPTRG00000021099	AUH	ortholog_one2one	99.115
ENSG00000148187	MRRF	ENSPTRG00000021324	MRRF	ortholog_one2one	99.2366
ENSG00000148300	REXO4	ENSPTRG00000023363	REXO4	ortholog_one2one	98.8152
ENSG00000148584	A1CF	ENSPTRG00000002508	A1CF	ortholog_one2one	99.6587
ENSG00000148688	RPP30	ENSPTRG00000002742	RPP30	ortholog_one2one	98.1343
ENSG00000148840	PPRC1	ENSPTRG00000002883	PPRC1	ortholog_one2one	99.1587
ENSG00000148843	PDCD11	ENSPTRG00000002911	PDCD11	ortholog_one2one	99.3052
ENSG00000149016	TUT1	ENSPTRG00000003770	TUT1	ortholog_one2one	99.5423
ENSG00000149100	EIF3M	ENSPTRG00000003478	EIF3M	ortholog_one2one	100
ENSG00000149187	CELF1	ENSPTRG00000052299	CELF1	ortholog_one2one	100
ENSG00000149262	INTS4	ENSPTRG00000004108	INTS4	ortholog_one2one	100
ENSG00000149273	RPS3	ENSPTRG00000048574	RPS3	ortholog_one2one	100
ENSG00000149289	ZC3H12C	ENSPTRG00000050494	ZC3H12C	ortholog_one2one	98.9808
ENSG00000149532	CPSF7	ENSPTRG00000003742	CPSF7	ortholog_one2one	100
ENSG00000149577	SIDT2	ENSPTRG00000004319	SIDT2	ortholog_one2one	97.5962
ENSG00000149657	LSM14B	ENSPTRG00000013696	LSM14B	ortholog_one2one	100
ENSG00000149658	YTHDF1	ENSPTRG00000013730	YTHDF1	ortholog_one2one	97.6744
ENSG00000149743	TRPT1	ENSPTRG00000003822	TRPT1	ortholog_one2one	84.585
ENSG00000149792	MRPL49	ENSPTRG00000003867	MRPL49	ortholog_one2one	99.3976
ENSG00000149806	FAU	ENSPTRG00000042747		ortholog_one2many	90.2256
ENSG00000150459	SAP18	ENSPTRG00000005692	SAP18	ortholog_one2many	100
ENSG00000150593	PDCD4	ENSPTRG00000002940	PDCD4	ortholog_one2one	99.5736
ENSG00000150990	DHX37	ENSPTRG00000050780	DHX37	ortholog_one2one	98.9628
ENSG00000151014	NOCT	ENSPTRG00000016448	NOCT	ortholog_one2one	99.536
ENSG00000151065	DCP1B	ENSPTRG00000004525	DCP1B	ortholog_one2one	99.1896
ENSG00000151247	EIF4E	ENSPTRG00000047631		ortholog_one2one	70.5069
ENSG00000151304	SRFBP1	ENSPTRG00000017172	SRFBP1	ortholog_one2one	96.9697
ENSG00000151461	UPF2	ENSPTRG00000002291	UPF2	ortholog_one2one	99.9214
ENSG00000151576	QTRT2	ENSPTRG00000015240	QTRT2	ortholog_one2one	99.5181
ENSG00000151657	KIN	ENSPTRG00000002276	KIN	ortholog_one2one	100
ENSG00000151806	GUF1	ENSPTRG00000016022	GUF1	ortholog_one2one	99.701
ENSG00000151846	PABPC3	ENSPTRG00000022593	PABPC3	ortholog_one2one	97.7813
ENSG00000151923	TIAL1	ENSPTRG00000002996	TIAL1	ortholog_one2one	100
ENSG00000151962	RBM46	ENSPTRG00000016538	RBM46	ortholog_one2one	88.1801
ENSG00000152147	GEMIN6	ENSPTRG00000011852	GEMIN6	ortholog_one2one	100
ENSG00000152332	UHMK1	ENSPTRG00000001601	UHMK1	ortholog_one2one	99.7613
ENSG00000152404	CWF19L2	ENSPTRG00000004239	CWF19L2	ortholog_one2one	98.8814
ENSG00000152430	BOLL	ENSPTRG00000012777	BOLL	ortholog_one2one	97.8799
ENSG00000152464	RPP38	ENSPTRG00000002318	RPP38	ortholog_one2one	98.5866
ENSG00000152518	ZFP36L2	ENSPTRG00000051255	ZFP36L2	ortholog_one2one	97.166
ENSG00000152520	PAN3	ENSPTRG00000005742	PAN3	ortholog_one2one	99.8873
ENSG00000152601	MBNL1	ENSPTRG00000015542	MBNL1	ortholog_one2one	100
ENSG00000152670	DDX4	ENSPTRG00000016884	DDX4	ortholog_one2one	100
ENSG00000152684	PELO	ENSPTRG00000034409	PELO	ortholog_one2one	99.4805
ENSG00000152778	IFIT5	ENSPTRG00000002736	IFIT5	ortholog_one2one	99.5851
ENSG00000152795	HNRNPDL	ENSPTRG00000016217	HNRNPDL	ortholog_one2one	100
ENSG00000152969	JAKMIP1	ENSPTRG00000015881	JAKMIP1	ortholog_one2one	99.8797
ENSG00000153015	CWC27	ENSPTRG00000016925	CWC27	ortholog_one2one	99.3644
ENSG00000153037	SRP19	ENSPTRG00000017136	SRP19	ortholog_one2one	100
ENSG00000153048	CARHSP1	ENSPTRG00000007749	CARHSP1	ortholog_one2one	100
ENSG00000153187	HNRNPU	ENSPTRG00000002182	HNRNPU	ortholog_one2one	100
ENSG00000153201	RANBP2	ENSPTRG00000012332	RANBP2	ortholog_one2one	13.5546
ENSG00000153250	RBMS1	ENSPTRG00000052304	RBMS1	ortholog_one2one	100
ENSG00000153914	SREK1	ENSPTRG00000016936	SREK1	ortholog_one2one	99.6795
ENSG00000153944	MSI2	ENSPTRG00000009437	MSI2	ortholog_one2one	93.2927
ENSG00000154548	SRSF12	ENSPTRG00000018415	SRSF12	ortholog_one2one	100
ENSG00000154719	MRPL39	ENSPTRG00000013807	MRPL39	ortholog_one2one	94.3787
ENSG00000154743	TSEN2	ENSPTRG00000014633	TSEN2	ortholog_one2one	99.1398
ENSG00000155275	TRMT44	ENSPTRG00000034388	TRMT44	ortholog_one2one	98.679
ENSG00000155363	MOV10	ENSPTRG00000001111	MOV10	ortholog_one2one	99.2024
ENSG00000155438	NIFK	ENSPTRG00000012419	NIFK	ortholog_one2one	98.9761
ENSG00000155506	LARP1	ENSPTRG00000017447	LARP1	ortholog_one2one	96.5328
ENSG00000155508	CNOT8	ENSPTRG00000017451	CNOT8	ortholog_one2one	100
